0.5933,0.5697,0.5967,0.5844,0.6215,0.6788,0.6191,0.6599,0.6207,0.6849
0.625,0.6381,0.6194,0.6476,0.6198,0.6201,0.5924,0.6685,0.6482,0.617
0.5588,0.6353,0.6713,0.639,0.5865,0.6753,0.5578,0.6384,0.5572,0.5971
0.6439,0.6753,0.6373,0.6184,0.6246,0.6426,0.7427,0.5451,0.6508,0.6419
